/bologna/ristorante/35279/bitone,4956,75,45,85,41,1,1,1
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4957,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4958,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4959,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4960,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4961,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4962,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4963,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4964,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4965,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4966,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4967,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4968,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4969,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4970,74,41,49,40,0,2,2
/bologna/ristorante/109628/ristorante-pizzeria-due-lune,4971,74,41,49,40,0,2,2
